Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	Homo sapiens OX=9606	Golgi membrane protein 1 	1:Experimental evidence at protein level	0.9996	0.9941	2	2	2	2	2	2	     0	     0	     0			
sp|Q8WUX9|CHMP7_HUMAN	Q8WUX9	CHMP7_HUMAN	CHMP7	453	Homo sapiens OX=9606	Charged multivesicular body protein 7 	1:Experimental evidence at protein level	0.9996	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q8WVK2|SNR27_HUMAN	Q8WVK2	SNR27_HUMAN	SNRNP27	155	Homo sapiens OX=9606	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q96CW5|GCP3_HUMAN	Q96CW5	GCP3_HUMAN	TUBGCP3	907	Homo sapiens OX=9606	Gamma-tubulin complex component 3 	1:Experimental evidence at protein level	0.9996	0.9830	3	3	3	3	3	3	     0	     0	     0			
sp|Q96KN1|LRAT2_HUMAN	Q96KN1	LRAT2_HUMAN	LRATD2	310	Homo sapiens OX=9606	Protein LRATD2 	1:Experimental evidence at protein level	0.9996	0.9970	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BVQ7|SPA5L_HUMAN	Q9BVQ7	SPA5L_HUMAN	SPATA5L1	753	Homo sapiens OX=9606	Ribosome biogenesis protein SPATA5L1 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q9BX40|LS14B_HUMAN	Q9BX40	LS14B_HUMAN	LSM14B	385	Homo sapiens OX=9606	Protein LSM14 homolog B 	1:Experimental evidence at protein level	0.9996	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BZ95|NSD3_HUMAN	Q9BZ95	NSD3_HUMAN	NSD3	1437	Homo sapiens OX=9606	Histone-lysine N-methyltransferase NSD3 	1:Experimental evidence at protein level	0.9996	0.9982	2	2	2	2	2	2	     0	     0	     0			
sp|Q9GZZ9|UBA5_HUMAN	Q9GZZ9	UBA5_HUMAN	UBA5	404	Homo sapiens OX=9606	Ubiquitin-like modifier-activating enzyme 5 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H0E3|SP130_HUMAN	Q9H0E3	SP130_HUMAN	SAP130	1048	Homo sapiens OX=9606	Histone deacetylase complex subunit SAP130 	1:Experimental evidence at protein level	0.9996	0.9980	2	2	2	3	3	3	     0	     0	     0			
sp|Q9H4Z3|CAPAM_HUMAN	Q9H4Z3	CAPAM_HUMAN	PCIF1	704	Homo sapiens OX=9606	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase 	1:Experimental evidence at protein level	0.9996	0.9978	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NRG0|CHRC1_HUMAN	Q9NRG0	CHRC1_HUMAN	CHRAC1	131	Homo sapiens OX=9606	Chromatin accessibility complex protein 1 	1:Experimental evidence at protein level	0.9996	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q9P2E3|ZNFX1_HUMAN	Q9P2E3	ZNFX1_HUMAN	ZNFX1	1918	Homo sapiens OX=9606	NFX1-type zinc finger-containing protein 1 	1:Experimental evidence at protein level	0.9996	0.9974	2	2	2	2	2	2	     0	     0	     0	2C(57.0214), 3C(57.0214), 5C(57.0214)		
sp|Q9UMX1|SUFU_HUMAN	Q9UMX1	SUFU_HUMAN	SUFU	484	Homo sapiens OX=9606	Suppressor of fused homolog 	1:Experimental evidence at protein level	0.9996	0.9970	2	2	2	2	2	2	     0	     0	     0			
sp|O43292|GPAA1_HUMAN	O43292	GPAA1_HUMAN	GPAA1	621	Homo sapiens OX=9606	Glycosylphosphatidylinositol anchor attachment 1 protein 	1:Experimental evidence at protein level	0.9995	0.9986	2	2	2	2	2	2	     0	     0	     0			
sp|P06899|H2B1J_HUMAN	P06899	H2B1J_HUMAN	H2BC11	126	Homo sapiens OX=9606	Histone H2B type 1-J 	1:Experimental evidence at protein level	0.9995	0.9990	8	0	8	39	0	39	     0	     0	     0	2M(15.9949), 5M(15.9949)		sp|Q16778|H2B2E_HUMAN
sp|P50895|BCAM_HUMAN	P50895	BCAM_HUMAN	BCAM	628	Homo sapiens OX=9606	Basal cell adhesion molecule 	1:Experimental evidence at protein level	0.9995	0.9912	3	3	3	3	3	3	     0	     0	     0			
sp|Q12824|SNF5_HUMAN	Q12824	SNF5_HUMAN	SMARCB1	385	Homo sapiens OX=9606	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 	1:Experimental evidence at protein level	0.9995	0.9983	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q13951|PEBB_HUMAN	Q13951	PEBB_HUMAN	CBFB	182	Homo sapiens OX=9606	Core-binding factor subunit beta 	1:Experimental evidence at protein level	0.9995	0.9963	2	2	2	2	2	2	     0	     0	     0			
sp|Q15058|KIF14_HUMAN	Q15058	KIF14_HUMAN	KIF14	1648	Homo sapiens OX=9606	Kinesin-like protein KIF14 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q6DKJ4|NXN_HUMAN	Q6DKJ4	NXN_HUMAN	NXN	435	Homo sapiens OX=9606	Nucleoredoxin 	1:Experimental evidence at protein level	0.9995	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q6PD74|AAGAB_HUMAN	Q6PD74	AAGAB_HUMAN	AAGAB	315	Homo sapiens OX=9606	Alpha- and gamma-adaptin-binding protein p34 	1:Experimental evidence at protein level	0.9995	0.9965	3	3	3	3	3	3	     0	     0	     0	5C(57.0214)		
sp|Q7LG56|RIR2B_HUMAN	Q7LG56	RIR2B_HUMAN	RRM2B	351	Homo sapiens OX=9606	Ribonucleoside-diphosphate reductase subunit M2 B 	1:Experimental evidence at protein level	0.9995	0.9984	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q96CN9|GCC1_HUMAN	Q96CN9	GCC1_HUMAN	GCC1	775	Homo sapiens OX=9606	GRIP and coiled-coil domain-containing protein 1 	1:Experimental evidence at protein level	0.9995	0.9908	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BRR8|GPTC1_HUMAN	Q9BRR8	GPTC1_HUMAN	GPATCH1	931	Homo sapiens OX=9606	G patch domain-containing protein 1 	1:Experimental evidence at protein level	0.9995	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BXS6|NUSAP_HUMAN	Q9BXS6	NUSAP_HUMAN	NUSAP1	441	Homo sapiens OX=9606	Nucleolar and spindle-associated protein 1 	1:Experimental evidence at protein level	0.9995	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H0F6|SHRPN_HUMAN	Q9H0F6	SHRPN_HUMAN	SHARPIN	387	Homo sapiens OX=9606	Sharpin 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q9NUQ3|TXLNG_HUMAN	Q9NUQ3	TXLNG_HUMAN	TXLNG	528	Homo sapiens OX=9606	Gamma-taxilin 	1:Experimental evidence at protein level	0.9995	0.9970	2	2	2	2	2	2	     0	     0	     0			
sp|Q9NVM9|INT13_HUMAN	Q9NVM9	INT13_HUMAN	INTS13	706	Homo sapiens OX=9606	Integrator complex subunit 13 	1:Experimental evidence at protein level	0.9995	0.9989	2	2	2	2	2	2	     0	     0	     0	11C(57.0214)		
sp|Q9NYL2|M3K20_HUMAN	Q9NYL2	M3K20_HUMAN	MAP3K20	800	Homo sapiens OX=9606	Mitogen-activated protein kinase kinase kinase 20 	1:Experimental evidence at protein level	0.9995	0.9980	2	2	2	2	2	2	     0	     0	     0			
sp|Q9UGQ3|GTR6_HUMAN	Q9UGQ3	GTR6_HUMAN	SLC2A6	507	Homo sapiens OX=9606	Solute carrier family 2, facilitated glucose transporter member 6 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9UL15|BAG5_HUMAN	Q9UL15	BAG5_HUMAN	BAG5	447	Homo sapiens OX=9606	BAG family molecular chaperone regulator 5 	1:Experimental evidence at protein level	0.9995	0.9990	2	2	2	2	2	2	     0	     0	     0	4C(57.0214)		
sp|O00268|TAF4_HUMAN	O00268	TAF4_HUMAN	TAF4	1085	Homo sapiens OX=9606	Transcription initiation factor TFIID subunit 4 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	Homo sapiens OX=9606	Peripheral plasma membrane protein CASK 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|Q76FK4|NOL8_HUMAN	Q76FK4	NOL8_HUMAN	NOL8	1167	Homo sapiens OX=9606	Nucleolar protein 8 	1:Experimental evidence at protein level	0.9994	0.9937	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|Q8NEY8|PPHLN_HUMAN	Q8NEY8	PPHLN_HUMAN	PPHLN1	458	Homo sapiens OX=9606	Periphilin-1 	1:Experimental evidence at protein level	0.9994	0.9975	2	2	2	2	2	2	     0	     0	     0			
sp|Q8TBC4|UBA3_HUMAN	Q8TBC4	UBA3_HUMAN	UBA3	463	Homo sapiens OX=9606	NEDD8-activating enzyme E1 catalytic subunit 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0	11C(57.0214), 5C(57.0214)		
sp|Q8WUH6|TM263_HUMAN	Q8WUH6	TM263_HUMAN	TMEM263	116	Homo sapiens OX=9606	Transmembrane protein 263 	1:Experimental evidence at protein level	0.9994	0.9988	2	2	2	2	2	2	     0	     0	     0			
sp|Q8WVQ1|CANT1_HUMAN	Q8WVQ1	CANT1_HUMAN	CANT1	401	Homo sapiens OX=9606	Soluble calcium-activated nucleotidase 1 	1:Experimental evidence at protein level	0.9994	0.9978	2	2	2	2	2	2	     0	     0	     0			
sp|Q96FX7|TRM61_HUMAN	Q96FX7	TRM61_HUMAN	TRMT61A	289	Homo sapiens OX=9606	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	4	4	4	     0	     0	     0	2C(57.0214), 7C(57.0214)		
sp|Q96Q15|SMG1_HUMAN	Q96Q15	SMG1_HUMAN	SMG1	3661	Homo sapiens OX=9606	Serine/threonine-protein kinase SMG1 	1:Experimental evidence at protein level	0.9994	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q96ST2|IWS1_HUMAN	Q96ST2	IWS1_HUMAN	IWS1	819	Homo sapiens OX=9606	Protein IWS1 homolog 	1:Experimental evidence at protein level	0.9994	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q9BQ70|TCF25_HUMAN	Q9BQ70	TCF25_HUMAN	TCF25	676	Homo sapiens OX=9606	Transcription factor 25 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|Q9NVG8|TBC13_HUMAN	Q9NVG8	TBC13_HUMAN	TBC1D13	400	Homo sapiens OX=9606	TBC1 domain family member 13 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0	7C(57.0214)		
sp|Q9UHD2|TBK1_HUMAN	Q9UHD2	TBK1_HUMAN	TBK1	729	Homo sapiens OX=9606	Serine/threonine-protein kinase TBK1 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9ULF5|S39AA_HUMAN	Q9ULF5	S39AA_HUMAN	SLC39A10	831	Homo sapiens OX=9606	Zinc transporter ZIP10 	1:Experimental evidence at protein level	0.9994	0.9982	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y5Y0|FLVC1_HUMAN	Q9Y5Y0	FLVC1_HUMAN	FLVCR1	555	Homo sapiens OX=9606	Feline leukemia virus subgroup C receptor-related protein 1 	1:Experimental evidence at protein level	0.9994	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|O15056|SYNJ2_HUMAN	O15056	SYNJ2_HUMAN	SYNJ2	1496	Homo sapiens OX=9606	Synaptojanin-2 	1:Experimental evidence at protein level	0.9993	0.9982	2	2	2	2	2	2	     0	     0	     0			
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC8	130	Homo sapiens OX=9606	Histone H2A type 1-B/E 	1:Experimental evidence at protein level	0.9993	0.9990	1	0	1	2	0	2	     0	     0	     0			sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN
sp|P0C0S8|H2A1_HUMAN	P0C0S8	H2A1_HUMAN	H2AC17	130	Homo sapiens OX=9606	Histone H2A type 1 	1:Experimental evidence at protein level	0.9993	0.9990	6	0	6	15	0	15	     0	     0	     0			sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P19838|NFKB1_HUMAN	P19838	NFKB1_HUMAN	NFKB1	968	Homo sapiens OX=9606	Nuclear factor NF-kappa-B p105 subunit 	1:Experimental evidence at protein level	0.9993	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P31749|AKT1_HUMAN	P31749	AKT1_HUMAN	AKT1	480	Homo sapiens OX=9606	RAC-alpha serine/threonine-protein kinase 	1:Experimental evidence at protein level	0.9993	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P57721|PCBP3_HUMAN	P57721	PCBP3_HUMAN	PCBP3	371	Homo sapiens OX=9606	Poly(rC)-binding protein 3 	1:Experimental evidence at protein level	0.9993	0.9990	1	1	1	1	1	1	     0	     0	     0	3C(57.0214)		
sp|P62834|RAP1A_HUMAN	P62834	RAP1A_HUMAN	RAP1A	184	Homo sapiens OX=9606	Ras-related protein Rap-1A 	1:Experimental evidence at protein level	0.9993	0.9990	1	1	1	1	1	1	     0	     0	     0	3C(57.0214), 5C(57.0214)		
sp|Q01973|ROR1_HUMAN	Q01973	ROR1_HUMAN	ROR1	937	Homo sapiens OX=9606	Inactive tyrosine-protein kinase transmembrane receptor ROR1 	1:Experimental evidence at protein level	0.9993	0.9990	2	2	2	2	2	2	     0	     0	     0	12C(57.0214), 8C(57.0214)		
sp|Q15526|SURF1_HUMAN	Q15526	SURF1_HUMAN	SURF1	300	Homo sapiens OX=9606	Surfeit locus protein 1 	1:Experimental evidence at protein level	0.9993	0.9967	2	2	2	2	2	2	     0	     0	     0			
sp|Q7Z4F1|LRP10_HUMAN	Q7Z4F1	LRP10_HUMAN	LRP10	713	Homo sapiens OX=9606	Low-density lipoprotein receptor-related protein 10 	1:Experimental evidence at protein level	0.9993	0.9983	2	2	2	2	2	2	     0	     0	     0			
sp|Q8IX18|DHX40_HUMAN	Q8IX18	DHX40_HUMAN	DHX40	779	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DHX40 	1:Experimental evidence at protein level	0.9993	0.9990	2	2	2	2	2	2	     0	     0	     0	5C(57.0214)		
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	Homo sapiens OX=9606	60S ribosomal protein L36a-like 	1:Experimental evidence at protein level	0.9993	0.9990	1	1	1	3	3	3	     0	     0	     0			
sp|Q96F07|CYFP2_HUMAN	Q96F07	CYFP2_HUMAN	CYFIP2	1278	Homo sapiens OX=9606	Cytoplasmic FMR1-interacting protein 2 	1:Experimental evidence at protein level	0.9993	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9BVA1|TBB2B_HUMAN	Q9BVA1	TBB2B_HUMAN	TUBB2B	445	Homo sapiens OX=9606	Tubulin beta-2B chain 	1:Experimental evidence at protein level	0.9993	0.9949	1	1	1	1	1	1	     0	     0	     0			
sp|Q9H1I8|ASCC2_HUMAN	Q9H1I8	ASCC2_HUMAN	ASCC2	757	Homo sapiens OX=9606	Activating signal cointegrator 1 complex subunit 2 	1:Experimental evidence at protein level	0.9993	0.9972	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H6K4|OPA3_HUMAN	Q9H6K4	OPA3_HUMAN	OPA3	179	Homo sapiens OX=9606	Optic atrophy 3 protein 	1:Experimental evidence at protein level	0.9993	0.9974	3	3	3	3	3	3	     0	     0	     0	4C(57.0214)		
sp|Q9NWU5|RM22_HUMAN	Q9NWU5	RM22_HUMAN	MRPL22	206	Homo sapiens OX=9606	39S ribosomal protein L22, mitochondrial 	1:Experimental evidence at protein level	0.9993	0.9960	2	2	2	2	2	2	     0	     0	     0	8C(57.0214)		
sp|Q9UHQ9|NB5R1_HUMAN	Q9UHQ9	NB5R1_HUMAN	CYB5R1	305	Homo sapiens OX=9606	NADH-cytochrome b5 reductase 1 	1:Experimental evidence at protein level	0.9993	0.9931	2	2	2	3	3	3	     0	     0	     0			
sp|Q9Y2C4|EXOG_HUMAN	Q9Y2C4	EXOG_HUMAN	EXOG	368	Homo sapiens OX=9606	Nuclease EXOG, mitochondrial 	1:Experimental evidence at protein level	0.9993	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q9Y6M1|IF2B2_HUMAN	Q9Y6M1	IF2B2_HUMAN	IGF2BP2	599	Homo sapiens OX=9606	Insulin-like growth factor 2 mRNA-binding protein 2 	1:Experimental evidence at protein level	0.9993	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens OX=9606	Putative small nuclear ribonucleoprotein G-like protein 15 	5:Protein uncertain	0.9992	0.9987	3	0	3	4	0	4	     0	     0	     0			sp|P62308|RUXG_HUMAN
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens OX=9606	Small acidic protein 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|P40424|PBX1_HUMAN	P40424	PBX1_HUMAN	PBX1	430	Homo sapiens OX=9606	Pre-B-cell leukemia transcription factor 1 	1:Experimental evidence at protein level	0.9992	0.9990	2	0	2	2	0	2	     0	     0	     0	4C(57.0214)		sp|P40425|PBX2_HUMAN
sp|P49356|FNTB_HUMAN	P49356	FNTB_HUMAN	FNTB	437	Homo sapiens OX=9606	Protein farnesyltransferase subunit beta 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P62253|UB2G1_HUMAN	P62253	UB2G1_HUMAN	UBE2G1	170	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 G1 	1:Experimental evidence at protein level	0.9992	0.9986	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q13772|NCOA4_HUMAN	Q13772	NCOA4_HUMAN	NCOA4	614	Homo sapiens OX=9606	Nuclear receptor coactivator 4 	1:Experimental evidence at protein level	0.9992	0.9958	2	2	2	2	2	2	     0	     0	     0			
sp|Q15527|SURF2_HUMAN	Q15527	SURF2_HUMAN	SURF2	256	Homo sapiens OX=9606	Surfeit locus protein 2 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	2	3	3	3	     0	     0	     0	3C(57.0214), 8C(57.0214)		
sp|Q6ZRP7|QSOX2_HUMAN	Q6ZRP7	QSOX2_HUMAN	QSOX2	698	Homo sapiens OX=9606	Sulfhydryl oxidase 2 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q92466|DDB2_HUMAN	Q92466	DDB2_HUMAN	DDB2	427	Homo sapiens OX=9606	DNA damage-binding protein 2 	1:Experimental evidence at protein level	0.9992	0.9941	3	3	3	3	3	3	     0	     0	     0	2C(57.0214), 5M(15.9949)		
sp|Q96QR8|PURB_HUMAN	Q96QR8	PURB_HUMAN	PURB	312	Homo sapiens OX=9606	Transcriptional activator protein Pur-beta 	1:Experimental evidence at protein level	0.9992	0.9989	2	2	2	2	2	2	     0	     0	     0	6C(57.0214)		
sp|Q9Y6Q9|NCOA3_HUMAN	Q9Y6Q9	NCOA3_HUMAN	NCOA3	1424	Homo sapiens OX=9606	Nuclear receptor coactivator 3 	1:Experimental evidence at protein level	0.9992	0.9990	2	2	2	2	2	2	     0	     0	     0	4C(57.0214)		
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens OX=9606	Copper transport protein ATOX1 	1:Experimental evidence at protein level	0.9991	0.9977	2	2	2	2	2	2	     0	     0	     0	2C(57.0214), 9M(15.9949)		
sp|O60762|DPM1_HUMAN	O60762	DPM1_HUMAN	DPM1	260	Homo sapiens OX=9606	Dolichol-phosphate mannosyltransferase subunit 1 	1:Experimental evidence at protein level	0.9991	0.9969	2	2	2	2	2	2	     0	     0	     0			
sp|O75448|MED24_HUMAN	O75448	MED24_HUMAN	MED24	989	Homo sapiens OX=9606	Mediator of RNA polymerase II transcription subunit 24 	1:Experimental evidence at protein level	0.9991	0.9893	2	2	2	2	2	2	     0	     0	     0			
sp|O95834|EMAL2_HUMAN	O95834	EMAL2_HUMAN	EML2	649	Homo sapiens OX=9606	Echinoderm microtubule-associated protein-like 2 	1:Experimental evidence at protein level	0.9991	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|P03928|ATP8_HUMAN	P03928	ATP8_HUMAN	MT-ATP8	68	Homo sapiens OX=9606	ATP synthase protein 8 	1:Experimental evidence at protein level	0.9991	0.9967	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	Homo sapiens OX=9606	60S ribosomal protein L39 	1:Experimental evidence at protein level	0.9991	0.9990	2	0	2	2	0	2	     0	     0	     0			sp|Q59GN2|R39L5_HUMAN
sp|P82094|TMF1_HUMAN	P82094	TMF1_HUMAN	TMF1	1093	Homo sapiens OX=9606	TATA element modulatory factor 	1:Experimental evidence at protein level	0.9991	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q15532|SSXT_HUMAN	Q15532	SSXT_HUMAN	SS18	418	Homo sapiens OX=9606	Protein SSXT 	1:Experimental evidence at protein level	0.9991	0.9940	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q8WVJ2|NUDC2_HUMAN	Q8WVJ2	NUDC2_HUMAN	NUDCD2	157	Homo sapiens OX=9606	NudC domain-containing protein 2 	1:Experimental evidence at protein level	0.9991	0.9990	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
sp|Q9H2J4|PDCL3_HUMAN	Q9H2J4	PDCL3_HUMAN	PDCL3	239	Homo sapiens OX=9606	Phosducin-like protein 3 	1:Experimental evidence at protein level	0.9991	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|Q9NX70|MED29_HUMAN	Q9NX70	MED29_HUMAN	MED29	200	Homo sapiens OX=9606	Mediator of RNA polymerase II transcription subunit 29 	1:Experimental evidence at protein level	0.9991	0.9990	2	2	2	2	2	2	     0	     0	     0	10C(57.0214), 5C(57.0214)		
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	Homo sapiens OX=9606	Importin subunit alpha-4 	1:Experimental evidence at protein level	0.9990	0.9989	2	1	2	2	1	2	     0	     0	     0	N-term(42.0106)		
sp|O43149|ZZEF1_HUMAN	O43149	ZZEF1_HUMAN	ZZEF1	2961	Homo sapiens OX=9606	Zinc finger ZZ-type and EF-hand domain-containing protein 1 	1:Experimental evidence at protein level	0.9990	0.9990	2	2	2	2	2	2	     0	     0	     0	12C(57.0214), 9C(57.0214)		
sp|O75190|DNJB6_HUMAN	O75190	DNJB6_HUMAN	DNAJB6	326	Homo sapiens OX=9606	DnaJ homolog subfamily B member 6 	1:Experimental evidence at protein level	0.9990	0.9990	2	0	2	2	0	2	     0	     0	     0			sp|Q8WWF6|DNJB3_HUMAN
sp|O94888|UBXN7_HUMAN	O94888	UBXN7_HUMAN	UBXN7	489	Homo sapiens OX=9606	UBX domain-containing protein 7 	1:Experimental evidence at protein level	0.9990	0.9990	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
sp|P05814|CASB_HUMAN	P05814	CASB_HUMAN	CSN2	226	Homo sapiens OX=9606	Beta-casein 	1:Experimental evidence at protein level	0.9990	0.9935	1	1	1	2	2	2	     0	     0	     0			
sp|P48426|PI42A_HUMAN	P48426	PI42A_HUMAN	PIP4K2A	406	Homo sapiens OX=9606	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha 	1:Experimental evidence at protein level	0.9990	0.9990	3	1	3	3	1	3	     0	     0	     0	5C(57.0214)		
sp|P78356|PI42B_HUMAN	P78356	PI42B_HUMAN	PIP4K2B	416	Homo sapiens OX=9606	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta 	1:Experimental evidence at protein level	0.9990	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q86XI2|CNDG2_HUMAN	Q86XI2	CNDG2_HUMAN	NCAPG2	1143	Homo sapiens OX=9606	Condensin-2 complex subunit G2 	1:Experimental evidence at protein level	0.9990	0.9969	2	2	2	2	2	2	     0	     0	     0			
sp|Q8WXA9|SREK1_HUMAN	Q8WXA9	SREK1_HUMAN	SREK1	508	Homo sapiens OX=9606	Splicing regulatory glutamine/lysine-rich protein 1 	1:Experimental evidence at protein level	0.9990	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	Homo sapiens OX=9606	FLYWCH family member 2 	1:Experimental evidence at protein level	0.9990	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|Q96EL3|RM53_HUMAN	Q96EL3	RM53_HUMAN	MRPL53	112	Homo sapiens OX=9606	39S ribosomal protein L53, mitochondrial 	1:Experimental evidence at protein level	0.9990	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|Q9H019|MFR1L_HUMAN	Q9H019	MFR1L_HUMAN	MTFR1L	292	Homo sapiens OX=9606	Mitochondrial fission regulator 1-like 	1:Experimental evidence at protein level	0.9990	0.9985	2	2	2	2	2	2	     0	     0	     0	13C(57.0214)		
sp|Q9P265|DIP2B_HUMAN	Q9P265	DIP2B_HUMAN	DIP2B	1576	Homo sapiens OX=9606	Disco-interacting protein 2 homolog B 	1:Experimental evidence at protein level	0.9990	0.9967	2	2	2	2	2	2	     0	     0	     0			
sp|O15327|INP4B_HUMAN	O15327	INP4B_HUMAN	INPP4B	924	Homo sapiens OX=9606	Inositol polyphosphate 4-phosphatase type II 	1:Experimental evidence at protein level	0.9989	0.9985	2	2	2	2	2	2	     0	     0	     0			
sp|P20936|RASA1_HUMAN	P20936	RASA1_HUMAN	RASA1	1047	Homo sapiens OX=9606	Ras GTPase-activating protein 1 	1:Experimental evidence at protein level	0.9989	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q12830|BPTF_HUMAN	Q12830	BPTF_HUMAN	BPTF	3046	Homo sapiens OX=9606	Nucleosome-remodeling factor subunit BPTF 	1:Experimental evidence at protein level	0.9989	0.9965	2	2	2	2	2	2	     0	     0	     0			
